time (s),ut,vt,ub,vb,uo,vo,phi,omega,at,ab,ao,alpha
33.93,0.11289549852639516,0.0005926668524475123,0.11288548551876941,3.281685369539562e-05,3.982306755566803e-06,-6.175117176300712e-05,1.3773375460417665e-07,1.0259836071791373e-05,-0.01794794200056815,-8.628803302161703e-05,-0.008304438153255378,-0.00037727893414064764
33.94,0.1128999734894942,0.0002545809567581227,0.11288580988389135,3.2137526051935107e-05,3.1893607083877104e-06,-7.684288950078562e-05,2.0622931896927044e-07,2.4523388056056665e-06,-0.046264175503308386,-4.226065834481152e-05,0.003545210766663004,-0.0009515150206742887
33.95,0.11290002310026709,-0.00025339866352522955,0.11288612853478959,3.148911998361416e-05,2.530957985824336e-06,-6.355053436087449e-05,1.8986973156823237e-07,-4.836959296726377e-06,-0.051389495313176964,-0.00010392196847139323,-0.0015920833199627171,-0.00045494465505649655
33.96,0.1128951086382926,-0.0007038274936432688,0.11288643584371519,2.9709878219959316e-05,1.6663019240718121e-06,-0.0001225275792378848,1.226153703781624e-07,-8.597441535954767e-06,-0.0362223985285699,-0.00025858338376265333,-0.009376229606744946,-0.0004328996110533837
33.97,0.11288667114684567,-0.0009381399263711244,0.11288671926347581,2.6938733512933775e-05,1.0155499289870975e-07,-0.00017840621084990772,1.150101698539337e-08,-1.3684970048110086e-05,-0.00907246320923008,-0.0002814735508109151,-0.002179906943523019,-0.00044306288794539916
33.980000000000004,0.11287733307789549,-0.0008825773165622313,0.11288697410078086,2.3993624335637923e-05,-1.8088639423382256e-06,-0.00020412682712839047,-1.3472374322846165e-07,-1.402542673322727e-05,0.01907224781324421,-0.00030112685153375895,-0.002419198354027513,0.0004475109065476624
33.99,0.11286984785925126,-0.0005780796566365178,0.1128872003899548,2.1440171503173643e-05,-3.819450097624231e-06,-0.00018418934063781027,-2.4197821649599077e-07,-6.8854684325239655e-06,0.0408972934289107,-0.0001963533977104026,0.005847009571502304,0.0007660425755955033
34.0,0.11286634922750949,-0.00010572433391869239,0.11288740649601758,1.9937839608699778e-05,-5.374430568172798e-06,-0.0001271161584620836,-2.7944060498083815e-07,-1.300176333300268e-06,0.050241340172649904,-0.00010221849882698086,0.0056799163170118405,0.0003848487050128954
34.01,0.11286772952856854,0.0003698755034876348,0.11288760419990138,1.996415809910441e-05,-6.167324556525237e-06,-1.6207850403708657e-05,-2.713957388882247e-07,3.384572495778882e-06,0.0432233302890347,0.0001112177499367345,0.014784998776047664,0.0006473783337707512
34.02,0.11287338087831117,0.0007376678469981535,0.11288781259316266,2.1993289040866397e-05,-5.5897478196978145e-06,0.00012834328312315638,-2.0139376036818917e-07,1.059565918569892e-05,0.029621023189634874,0.00028010205383334486,0.012843442392870302,0.0006245902787734474
34.03,0.1128819441289517,0.0009420328288425751,0.11288804757653689,2.5067849842364483e-05,-3.821726240234554e-06,0.0002096262701546398,-7.587192217217855e-08,1.3253550695970421e-05,0.009775744233472744,0.00031805114373625876,0.00356096612430587,-9.726315038134517e-05
34.04,0.11289139838242022,0.0008995477337487894,0.11288831289051943,2.7832113489530928e-05,-1.749593456576346e-06,0.000187939234123358,4.593407419974718e-08,1.0866608385730915e-05,-0.019615864285894236,0.00022211363887064683,-0.006575369375155682,-0.0002568020475826715
34.05,0.11289891077254377,0.0005577200363191876,0.11288860076686649,2.9588350148005725e-05,-2.0016246182726608e-07,0.0001226650890057012,1.4216983160333914e-07,8.167875567920465e-06,-0.04644936338155531,0.000128576109830858,-0.006221090733907753,-0.0003990856846815688
34.06,0.11290196156330379,4.2209376070037824e-05,0.11288890218131718,3.06058211747755e-05,7.989323130230195e-07,8.348358838853031e-05,1.9340216413026428e-07,1.0213944460467626e-06,-0.052445375956027745,7.452312999639554e-05,-0.002475901207880743,-0.0009988954352060783
